study_id,dataset_title,doi,url,total_downloads,total_views,publications,data_downloads,documentation_downloads,unique_users,num_institutions,status,error_message,timestamp
123541,"Liquor, Tobacco, and Convenience Stores by Census Tract, United States, 2003-2017",10.3886/E123541,https://www.openicpsr.org/openicpsr/project/123541/version/V1/view,188,1385.0,,,,,,success,,2026-05-13 10:53:41
123542,"Liquor, Tobacco, and Convenience Stores by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E123542,https://www.openicpsr.org/openicpsr/project/123542/version/V1/view,51,571.0,,,,,,success,,2026-05-13 10:53:43
123801,"Dollar Stores by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E123801,https://www.openicpsr.org/openicpsr/project/123801/version/V1/view,48,677.0,,,,,,success,,2026-05-13 10:53:44
123802,"Dollar Stores by Census Tract, United States, 2003-2017",10.3886/E123802,https://www.openicpsr.org/openicpsr/project/123802/version/V1/view,126,968.0,,,,,,success,,2026-05-13 10:53:46
124721,"Religious, Civic, and Social Organizations by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E124721,https://www.openicpsr.org/openicpsr/project/124721/version/V1/view,115,1702.0,,,,,,success,,2026-05-13 10:53:47
124801,"Law Enforcement Organizations by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E124801,https://www.openicpsr.org/openicpsr/project/124801/version/V1/view,41,463.0,,,,,,success,,2026-05-13 10:53:49
125223,"Arts, Entertainment, and Recreation Organizations by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E125223,https://www.openicpsr.org/openicpsr/project/125223/version/V1/view,104,815.0,,,,,,success,,2026-05-13 10:53:50
125781,"Voter Registration, Turnout, and Partisanship by County, United States, 2004-2018",10.3886/E125781,https://www.openicpsr.org/openicpsr/project/125781/version/V1/view,303,4458.0,,,,,,success,,2026-05-13 10:53:52
126082,"Social Services by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E126082,https://www.openicpsr.org/openicpsr/project/126082/version/V1/view,85,751.0,,,,,,success,,2026-05-13 10:53:53
127042,"Retail Establishments by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E127042,https://www.openicpsr.org/openicpsr/project/127042/version/V1/view,68,993.0,,,,,,success,,2026-05-13 10:53:55
127262,"Personal Care Services and Laundromats by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E127262,https://www.openicpsr.org/openicpsr/project/127262/version/V1/view,34,428.0,,,,,,success,,2026-05-13 10:53:56
128281," Post Offices and Banks by Census Tract, United States, 2003-2017",10.3886/E128281,https://www.openicpsr.org/openicpsr/project/128281/version/V1/view,115,915.0,,,,,,success,,2026-05-13 10:53:58
128282,"Post Offices and Banks by ZIP Code Tabulation Area, United States, 2003-2017",10.3886/E128282,https://www.openicpsr.org/openicpsr/project/128282/version/V1/view,32,414.0,,,,,,success,,2026-05-13 10:53:59
128841,"Broadband Internet Availability and Speed by ZIP Code Tabulation Area, United States, 2014-2020",10.3886/E128841,https://www.openicpsr.org/openicpsr/project/128841/version/V1/view,273,3750.0,,,,,,success,,2026-05-13 10:54:01
128862,"Land Cover by ZIP Code Tabulation Area, United States, 2001-2016",10.3886/E128862,https://www.openicpsr.org/openicpsr/project/128862/version/V1/view,109,1790.0,,,,,,success,,2026-05-13 10:54:02
130282,"Public Transit Stops by ZIP Code Tabulation Area, United States, 2016-2018",10.3886/E130282,https://www.openicpsr.org/openicpsr/project/130282/version/V1/view,110,1732.0,,,,,,success,,2026-05-13 10:54:03
130542,"Urbanicity by Census Tract, United States, 2010",10.3886/E130542,https://www.openicpsr.org/openicpsr/project/130542/version/V1/view,102,1476.0,,,,,,success,,2026-05-13 10:54:05
134561,"Street Connectivity by ZIP Code Tabulation Area, United States, 2010",10.3886/E134561,https://www.openicpsr.org/openicpsr/project/134561/version/V1/view,31,980.0,,,,,,success,,2026-05-13 10:54:06
155022,"Internet Access by Census Tract, United States, 2015-2019",10.3886/E155022,https://www.openicpsr.org/openicpsr/project/155022/version/V1/view,62,445.0,,,,,,success,,2026-05-13 10:54:07
155025,"Internet Access by ZIP Code Tabulation Area, United States, 2015-2019",10.3886/E155025,https://www.openicpsr.org/openicpsr/project/155025/version/V1/view,44,429.0,,,,,,success,,2026-05-13 10:54:09
156024,"School Counts by Census Tract, United States, 2000-2018",10.3886/E156024,https://www.openicpsr.org/openicpsr/project/156024/version/V1/view,74,476.0,,,,,,success,,2026-05-13 10:54:10
156041,"School Counts by ZIP Code Tabulation Area, United States, 2000-2018",10.3886/E156041,https://www.openicpsr.org/openicpsr/project/156041/version/V1/view,36,324.0,,,,,,success,,2026-05-13 10:54:11
156042,"School Counts and Characteristics by School District, United States, 2000-2018",10.3886/E156042,https://www.openicpsr.org/openicpsr/project/156042/version/V1/view,61,590.0,,,,,,success,,2026-05-13 10:54:13
156043,"Neighborhood-School Gap by Census Tract, United States, 2009-2010 and 2015-2016",10.3886/E156043,https://www.openicpsr.org/openicpsr/project/156043/version/V1/view,63,491.0,,,,,,success,,2026-05-13 10:54:15
156045,"Neighborhood-School Gap by ZIP Code Tabulation Area, United States, 2009-2010 and 2015-2016",10.3886/E156045,https://www.openicpsr.org/openicpsr/project/156045/version/V1/view,24,529.0,,,,,,success,,2026-05-13 10:54:16
159902,"Primary and Secondary Roads by Census Tract, United States, 2010",10.3886/E159902,https://www.openicpsr.org/openicpsr/project/159902/version/V1/view,56,823.0,,,,,,success,,2026-05-13 10:54:18
159941,"Primary and Secondary Roads by ZIP Code Tabulation Area, United States, 2010",10.3886/E159941,https://www.openicpsr.org/openicpsr/project/159941/version/V1/view,18,891.0,,,,,,success,,2026-05-13 10:54:19
159961,"Polluting Sites by Census Tract, United States, 2000-2018",10.3886/E159961,https://www.openicpsr.org/openicpsr/project/159961/version/V1/view,125,1038.0,,,,,,success,,2026-05-13 10:54:20
159981,"Polluting Sites by ZIP Code Tabulation Area, United States, 2000-2018",10.3886/E159981,https://www.openicpsr.org/openicpsr/project/159981/version/V1/view,58,536.0,,,,,,success,,2026-05-13 10:54:22
160261,"Traffic Volume by ZIP Code Tabulation Area, United States, 1963-2019",10.3886/E160261,https://www.openicpsr.org/openicpsr/project/160261/version/V1/view,186,2826.0,,,,,,success,,2026-05-13 10:54:23
160262,"Traffic Volume by Census Tract, United States, 1963-2019",10.3886/E160262,https://www.openicpsr.org/openicpsr/project/160262/version/V1/view,197,2014.0,,,,,,success,,2026-05-13 10:54:24
305511,"Parks and Proximity to Polluting Sites by Census Tract and ZIP Code Tabulation Area (ZCTA), United States, 2024",10.3886/ICPSR305511,https://www.icpsr.umich.edu/sites/icpsr/view/studies/305511,0,,,,,,,success,,2026-05-13 10:54:26
