scrape_date,study_id,study_type,dataset_name,downloads,citations,url
2026-02-01,38567,ICPSR,"National Neighborhood Data Archive (NaNDA): Broadband Internet Availability, Speed, and Adoption by Census Tract and ZIP Code Tabulation Area, United States, 2014-2020 (ICPSR 38567)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38567
2026-02-01,38649,ICPSR,"National Neighborhood Data Archive (NaNDA): Crimes by County, United States, 2002-2014 (ICPSR 38649)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38649
2026-02-01,38974,ICPSR,"National Neighborhood Data Archive (NaNDA): Essential Workers by Census Tract and ZIP Code Tabulation Area, United States, 2016-2020 (ICPSR 38974)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38974
2026-02-01,39093,ICPSR,"National Neighborhood Data Archive (NaNDA): Home Mortgage Disclosure Act Longitudinal Dataset by Census Tract, United States, 1981-2021 (ICPSR 39093)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/39093
2026-02-01,39378,ICPSR,"National Neighborhood Data Archive (NaNDA): Hospitals by Census Tract and ZIP Code Tabulation Area, United States, 2023 (ICPSR 39378)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/39378
2026-02-01,38559,ICPSR,ERROR,ERROR,ERROR,https://www.icpsr.umich.edu/web/ICPSR/studies/38559
2026-02-01,38598,ICPSR,"National Neighborhood Data Archive (NaNDA): Land Cover by Census Tract and ZIP Code Tabulation Area, United States, 1985-2023 (ICPSR 38598)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38598
2026-02-01,38579,ICPSR,ERROR,ERROR,ERROR,https://www.icpsr.umich.edu/web/ICPSR/studies/38579
2026-02-01,38586,ICPSR,"National Neighborhood Data Archive (NaNDA): Parks by Census Tract and ZIP Code Tabulation Area, United States, 2018 and 2022 (ICPSR 38586)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38586
2026-02-01,38597,ICPSR,"National Neighborhood Data Archive (NaNDA): Polluting Sites by Census Tract and ZIP Code Tabulation Area, United States, 1987-2021 (ICPSR 38597)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38597
2026-02-01,38585,ICPSR,"National Neighborhood Data Archive (NaNDA): Primary and Secondary Roads by Census Tract and ZIP Code Tabulation Area, United States, 2010 and 2020 (ICPSR 38585)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38585
