study_id,dataset_title,doi,url,total_downloads,total_views,publications,data_downloads,documentation_downloads,unique_users,num_institutions,status,error_message,timestamp
38506,"Voter Registration, Turnout, and Partisanship by County, United States, 2004-2022",10.3886/ICPSR38506,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38506,4860,,22.0,1154.0,3706.0,861.0,205.0,success,,2026-07-01 11:48:52
38528,"Socioeconomic Status and Demographic Characteristics of Census Tracts and ZIP Code Tabulation Areas, United States, 1990-2022",10.3886/ICPSR38528,https://www.openicpsr.org/openicpsr/project/38528/version/V6/view,21494,,143.0,5867.0,15627.0,914.0,146.0,success,,2026-07-01 11:48:54
38559,"Internet Access by Census Tract and ZIP Code Tabulation Area, United States, 2015-2019",10.3886/ICPSR38559,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38559,975,,4.0,293.0,682.0,140.0,48.0,success,,2026-07-01 11:48:56
38567,"Broadband Internet Availability, Speed, and Adoption by Census Tract and ZIP Code Tabulation Area, United States, 2014-2020",10.3886/ICPSR38567,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38567,1558,,7.0,476.0,1082.0,206.0,63.0,success,,2026-07-01 11:48:57
38569,"School District Characteristics and School Counts by Census Tract, ZIP Code Tabulation Area, and School District, 2000-2018",10.3886/ICPSR38569,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38569,2462,,3.0,951.0,1511.0,136.0,51.0,success,,2026-07-01 11:48:59
38579,"Neighborhood-School Gap by Census Tract and ZIP Code Tabulation Area, United States, 2009-2010 and 2015-2016",10.3886/ICPSR38579,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38579,1809,,1.0,542.0,1267.0,91.0,35.0,success,,2026-07-01 11:49:00
38580,"Street Connectivity by Census Tract and ZIP Code Tabulation Area, United States, 2010 and 2020",10.3886/ICPSR38580,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38580,3975,,8.0,1337.0,2638.0,161.0,52.0,success,,2026-07-01 11:49:01
38584,"Traffic Volume by Census Tract and ZIP Code Tabulation Area, United States, 1963-2019",10.3886/ICPSR38584,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38584,1898,,11.0,579.0,1319.0,237.0,61.0,success,,2026-07-01 11:49:03
38585,"Primary and Secondary Roads by Census Tract and ZIP Code Tabulation Area, United States, 2010 and 2020",10.3886/ICPSR38585,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38585,1303,,5.0,425.0,878.0,99.0,39.0,success,,2026-07-01 11:49:04
38586,"Parks by Census Tract and ZIP Code Tabulation Area, United States, 2018 and 2022",10.3886/ICPSR38586,https://www.icpsr.umich.edu/sites/icpsr/view/studies/38586,5354,,40.0,1743.0,3611.0,378.0,103.0,success,,2026-07-01 11:49:06
