study_id,year,month,data_downloads,documentation_downloads,total_downloads,timestamp
38605,2025,3,49,147,196,2026-05-13 10:54:26
38605,2025,4,17,51,68,2026-05-13 10:54:26
38605,2025,5,5,15,20,2026-05-13 10:54:26
38605,2025,6,8,27,35,2026-05-13 10:54:26
38605,2025,7,13,39,52,2026-05-13 10:54:26
38605,2025,8,21,75,96,2026-05-13 10:54:26
38605,2025,9,31,105,136,2026-05-13 10:54:26
38605,2025,10,19,57,76,2026-05-13 10:54:26
38605,2025,11,32,110,142,2026-05-13 10:54:26
38605,2025,12,49,174,223,2026-05-13 10:54:26
38605,2026,1,35,146,181,2026-05-13 10:54:26
38605,2026,2,0,1,1,2026-05-13 10:54:26
38605,2026,3,31,104,135,2026-05-13 10:54:26
38605,2026,4,14,55,69,2026-05-13 10:54:26
38605,2026,5,8,26,34,2026-05-13 10:54:26
38606,2022,12,2,6,8,2026-05-13 10:54:26
38606,2023,1,1,2,3,2026-05-13 10:54:26
38606,2023,2,3,6,9,2026-05-13 10:54:26
38606,2023,3,15,31,46,2026-05-13 10:54:26
38606,2023,4,3,8,11,2026-05-13 10:54:26
38606,2023,5,1,2,3,2026-05-13 10:54:26
38606,2023,6,3,9,12,2026-05-13 10:54:26
38606,2023,7,2,6,8,2026-05-13 10:54:26
38606,2023,8,1,3,4,2026-05-13 10:54:26
38606,2023,9,3,8,11,2026-05-13 10:54:26
38606,2023,10,2,4,6,2026-05-13 10:54:26
38606,2023,11,3,6,9,2026-05-13 10:54:26
38606,2023,12,55,58,113,2026-05-13 10:54:26
38606,2024,1,6,12,18,2026-05-13 10:54:26
38606,2024,2,7,15,22,2026-05-13 10:54:26
38606,2024,3,12,25,37,2026-05-13 10:54:26
38606,2024,4,4,9,13,2026-05-13 10:54:26
38606,2024,5,14,31,45,2026-05-13 10:54:26
38606,2024,6,11,26,37,2026-05-13 10:54:26
38606,2024,7,6,12,18,2026-05-13 10:54:26
38606,2024,8,4,10,14,2026-05-13 10:54:26
38606,2024,9,1,3,4,2026-05-13 10:54:26
38606,2024,10,1,3,4,2026-05-13 10:54:26
38606,2024,11,2,6,8,2026-05-13 10:54:26
38606,2024,12,3,6,9,2026-05-13 10:54:26
38606,2025,1,5,13,18,2026-05-13 10:54:26
38606,2025,2,8,16,24,2026-05-13 10:54:26
38606,2025,3,5,10,15,2026-05-13 10:54:26
38606,2025,4,7,20,27,2026-05-13 10:54:26
38606,2025,5,1,3,4,2026-05-13 10:54:26
38606,2025,6,4,10,14,2026-05-13 10:54:26
38606,2025,7,15,31,46,2026-05-13 10:54:26
38606,2025,8,1,3,4,2026-05-13 10:54:26
38606,2025,9,2,8,10,2026-05-13 10:54:26
38606,2025,10,8,17,25,2026-05-13 10:54:26
38606,2025,11,5,14,19,2026-05-13 10:54:26
38606,2025,12,3,9,12,2026-05-13 10:54:26
38606,2026,1,3,7,10,2026-05-13 10:54:26
38606,2026,2,3,7,10,2026-05-13 10:54:26
38606,2026,3,3,6,9,2026-05-13 10:54:26
38606,2026,4,2,4,6,2026-05-13 10:54:26
38606,2026,5,1,2,3,2026-05-13 10:54:26
38649,2023,1,0,2,2,2026-05-13 10:54:26
38649,2023,2,4,10,14,2026-05-13 10:54:26
38649,2023,3,15,32,47,2026-05-13 10:54:26
38649,2023,4,5,16,21,2026-05-13 10:54:26
38649,2023,5,6,13,19,2026-05-13 10:54:26
38649,2023,6,3,7,10,2026-05-13 10:54:26
38649,2023,7,2,5,7,2026-05-13 10:54:26
38649,2023,8,1,2,3,2026-05-13 10:54:26
38649,2023,9,4,14,18,2026-05-13 10:54:26
38649,2023,10,15,36,51,2026-05-13 10:54:26
38649,2023,11,10,23,33,2026-05-13 10:54:26
38649,2023,12,595,608,1203,2026-05-13 10:54:26
38649,2024,1,29,35,64,2026-05-13 10:54:26
38649,2024,2,22,53,75,2026-05-13 10:54:26
38649,2024,3,8,20,28,2026-05-13 10:54:26
38649,2024,4,5,11,16,2026-05-13 10:54:26
38649,2024,5,20,38,58,2026-05-13 10:54:26
38649,2024,6,6,14,20,2026-05-13 10:54:26
38649,2024,7,4,10,14,2026-05-13 10:54:26
38649,2024,8,4,8,12,2026-05-13 10:54:26
38649,2024,9,5,11,16,2026-05-13 10:54:26
38649,2024,10,14,29,43,2026-05-13 10:54:26
38649,2024,11,15,35,50,2026-05-13 10:54:26
38649,2024,12,2,5,7,2026-05-13 10:54:26
38649,2025,1,14,35,49,2026-05-13 10:54:26
38649,2025,2,11,23,34,2026-05-13 10:54:26
38649,2025,3,10,22,32,2026-05-13 10:54:26
38649,2025,4,14,36,50,2026-05-13 10:54:26
38649,2025,5,1,4,5,2026-05-13 10:54:26
38649,2025,6,2,5,7,2026-05-13 10:54:26
38649,2025,7,6,12,18,2026-05-13 10:54:26
38649,2025,8,1,2,3,2026-05-13 10:54:26
38649,2025,9,4,10,14,2026-05-13 10:54:26
38649,2025,10,9,24,33,2026-05-13 10:54:26
38649,2025,11,12,27,39,2026-05-13 10:54:26
38649,2025,12,5,10,15,2026-05-13 10:54:26
38649,2026,1,4,10,14,2026-05-13 10:54:26
38649,2026,2,4,12,16,2026-05-13 10:54:26
38649,2026,3,5,17,22,2026-05-13 10:54:26
38649,2026,4,7,17,24,2026-05-13 10:54:26
38649,2026,5,1,2,3,2026-05-13 10:54:26
38858,2023,9,0,704,704,2026-05-13 10:54:26
38858,2023,10,650,996,1646,2026-05-13 10:54:26
38858,2023,11,745,758,1503,2026-05-13 10:54:26
38858,2023,12,2355,2275,4630,2026-05-13 10:54:26
38858,2024,1,284,402,686,2026-05-13 10:54:26
38858,2024,2,226,342,568,2026-05-13 10:54:26
38858,2024,3,436,556,992,2026-05-13 10:54:26
38858,2024,4,2,117,119,2026-05-13 10:54:26
38858,2024,5,755,764,1519,2026-05-13 10:54:26
38858,2024,6,276,282,558,2026-05-13 10:54:26
38858,2024,7,566,697,1263,2026-05-13 10:54:26
38858,2024,8,8,16,24,2026-05-13 10:54:26
38858,2024,9,112,114,226,2026-05-13 10:54:26
38858,2024,10,0,113,113,2026-05-13 10:54:26
38858,2024,11,336,341,677,2026-05-13 10:54:26
38858,2024,12,208,221,429,2026-05-13 10:54:26
38858,2025,1,227,230,457,2026-05-13 10:54:26
38858,2025,2,1146,1324,2470,2026-05-13 10:54:26
38858,2025,3,643,649,1292,2026-05-13 10:54:26
38858,2025,4,287,299,586,2026-05-13 10:54:26
38858,2025,5,112,115,227,2026-05-13 10:54:26
38858,2025,6,112,113,225,2026-05-13 10:54:26
38858,2025,7,56,57,113,2026-05-13 10:54:26
38858,2025,8,112,113,225,2026-05-13 10:54:26
38858,2025,9,12,16,28,2026-05-13 10:54:26
38858,2025,10,224,339,563,2026-05-13 10:54:26
38858,2025,11,112,114,226,2026-05-13 10:54:26
38858,2026,1,221,223,444,2026-05-13 10:54:26
38858,2026,2,224,227,451,2026-05-13 10:54:26
38858,2026,5,112,113,225,2026-05-13 10:54:26
38974,2024,1,3,11,14,2026-05-13 10:54:26
38974,2024,2,8,17,25,2026-05-13 10:54:26
38974,2024,3,8,16,24,2026-05-13 10:54:26
38974,2024,4,8,20,28,2026-05-13 10:54:26
38974,2024,5,25,45,70,2026-05-13 10:54:26
38974,2024,6,4,7,11,2026-05-13 10:54:26
38974,2024,7,2,3,5,2026-05-13 10:54:26
38974,2024,8,0,1,1,2026-05-13 10:54:26
38974,2024,9,2,3,5,2026-05-13 10:54:26
38974,2024,10,5,8,13,2026-05-13 10:54:26
38974,2024,11,4,10,14,2026-05-13 10:54:26
38974,2025,1,4,6,10,2026-05-13 10:54:26
38974,2025,2,24,40,64,2026-05-13 10:54:26
38974,2025,3,2,6,8,2026-05-13 10:54:26
38974,2025,4,1,6,7,2026-05-13 10:54:26
38974,2025,5,3,7,10,2026-05-13 10:54:26
38974,2025,6,6,9,15,2026-05-13 10:54:26
38974,2025,7,2,3,5,2026-05-13 10:54:26
38974,2025,11,2,4,6,2026-05-13 10:54:26
38974,2026,1,1,2,3,2026-05-13 10:54:26
38974,2026,2,2,5,7,2026-05-13 10:54:26
39093,2024,5,62,118,180,2026-05-13 10:54:26
39093,2024,6,34,72,106,2026-05-13 10:54:26
39093,2024,7,5,13,18,2026-05-13 10:54:26
39093,2024,8,5,8,13,2026-05-13 10:54:26
39093,2024,9,242,500,742,2026-05-13 10:54:26
39093,2024,10,50,297,347,2026-05-13 10:54:26
39093,2024,11,544,1489,2033,2026-05-13 10:54:26
39093,2024,12,152,606,758,2026-05-13 10:54:26
39093,2025,1,52,112,164,2026-05-13 10:54:26
39093,2025,2,554,1235,1789,2026-05-13 10:54:26
39093,2025,3,581,1621,2202,2026-05-13 10:54:26
39093,2025,4,331,772,1103,2026-05-13 10:54:26
39093,2025,5,408,957,1365,2026-05-13 10:54:26
39093,2025,6,192,494,686,2026-05-13 10:54:26
39093,2025,7,288,695,983,2026-05-13 10:54:26
39093,2025,8,312,911,1223,2026-05-13 10:54:26
39093,2025,9,557,1174,1731,2026-05-13 10:54:26
39093,2025,10,479,1105,1584,2026-05-13 10:54:26
39093,2025,11,332,678,1010,2026-05-13 10:54:26
39093,2025,12,143,577,720,2026-05-13 10:54:26
39093,2026,1,485,1292,1777,2026-05-13 10:54:26
39093,2026,2,282,689,971,2026-05-13 10:54:26
39093,2026,3,474,1075,1549,2026-05-13 10:54:26
39093,2026,4,562,1281,1843,2026-05-13 10:54:26
39093,2026,5,48,100,148,2026-05-13 10:54:26
39378,2025,5,12,36,48,2026-05-13 10:54:26
39378,2025,6,25,61,86,2026-05-13 10:54:26
39378,2025,7,13,57,70,2026-05-13 10:54:26
39378,2025,8,5,17,22,2026-05-13 10:54:26
39378,2025,9,3,18,21,2026-05-13 10:54:26
39378,2025,10,25,71,96,2026-05-13 10:54:26
39378,2025,11,15,45,60,2026-05-13 10:54:26
39378,2025,12,4,9,13,2026-05-13 10:54:26
39378,2026,1,25,68,93,2026-05-13 10:54:26
39378,2026,2,16,37,53,2026-05-13 10:54:26
39378,2026,3,41,104,145,2026-05-13 10:54:26
39378,2026,4,17,45,62,2026-05-13 10:54:26
39378,2026,5,12,28,40,2026-05-13 10:54:26
