scrape_date,study_id,study_type,dataset_name,downloads,citations,url
2026-03-01,124721,openICPSR,"National Neighborhood Data Archive (NaNDA): Religious, Civic, and Social Organizations by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E124721
2026-03-01,124801,openICPSR,"National Neighborhood Data Archive (NaNDA): Law Enforcement Organizations by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E124801
2026-03-01,125223,openICPSR,"National Neighborhood Data Archive (NaNDA): Arts, Entertainment, and Recreation Organizations by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E125223
2026-03-01,125781,openICPSR,"National Neighborhood Data Archive (NaNDA): Voter Registration, Turnout, and Partisanship by County, United States, 2004-2018",NA,NA,https://doi.org/10.3886/E125781
2026-03-01,126082,openICPSR,"National Neighborhood Data Archive (NaNDA): Social Services by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E126082
2026-03-01,127042,openICPSR,"National Neighborhood Data Archive (NaNDA): Retail Establishments by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E127042
2026-03-01,127262,openICPSR,"National Neighborhood Data Archive (NaNDA): Personal Care Services and Laundromats by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E127262
2026-03-01,127681,openICPSR,"National Neighborhood Data Archive (NaNDA):  Education and Training Services by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E127681
2026-03-01,127682,openICPSR,"National Neighborhood Data Archive (NaNDA): Education and Training Services by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E127682
2026-03-01,128281,openICPSR,"National Neighborhood Data Archive (NaNDA):  Post Offices and Banks by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E128281
2026-03-01,128282,openICPSR,"National Neighborhood Data Archive (NaNDA): Post Offices and Banks by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E128282
2026-03-01,128841,openICPSR,"National Neighborhood Data Archive (NaNDA): Broadband Internet Availability and Speed by ZIP Code Tabulation Area, United States, 2014-2020",NA,NA,https://doi.org/10.3886/E128841
2026-03-01,128862,openICPSR,"National Neighborhood Data Archive (NaNDA): Land Cover by ZIP Code Tabulation Area, United States, 2001-2016",NA,NA,https://doi.org/10.3886/E128862
2026-03-01,130282,openICPSR,"National Neighborhood Data Archive (NaNDA): Public Transit Stops by ZIP Code Tabulation Area, United States, 2016-2018",NA,NA,https://doi.org/10.3886/E130282
2026-03-01,130542,openICPSR,"National Neighborhood Data Archive (NaNDA): Urbanicity by Census Tract, United States, 2010",NA,NA,https://doi.org/10.3886/E130542
2026-03-01,134561,openICPSR,"National Neighborhood Data Archive (NaNDA): Street Connectivity by ZIP Code Tabulation Area, United States, 2010",NA,NA,https://doi.org/10.3886/E134561
2026-03-01,141121,openICPSR,ERROR,ERROR,ERROR,https://doi.org/10.3886/E141121
2026-03-01,155022,openICPSR,"National Neighborhood Data Archive (NaNDA): Internet Access by Census Tract, United States, 2015-2019",NA,NA,https://doi.org/10.3886/E155022
2026-03-01,155025,openICPSR,"National Neighborhood Data Archive (NaNDA): Internet Access by ZIP Code Tabulation Area, United States, 2015-2019",NA,NA,https://doi.org/10.3886/E155025
2026-03-01,156024,openICPSR,"National Neighborhood Data Archive (NaNDA): School Counts by Census Tract, United States, 2000-2018",NA,NA,https://doi.org/10.3886/E156024
2026-03-01,156041,openICPSR,"National Neighborhood Data Archive (NaNDA): School Counts by ZIP Code Tabulation Area, United States, 2000-2018",NA,NA,https://doi.org/10.3886/E156041
2026-03-01,156042,openICPSR,"National Neighborhood Data Archive (NaNDA): School Counts and Characteristics by School District, United States, 2000-2018",NA,NA,https://doi.org/10.3886/E156042
2026-03-01,156043,openICPSR,"National Neighborhood Data Archive (NaNDA): Neighborhood-School Gap by Census Tract, United States, 2009-2010 and 2015-2016",NA,NA,https://doi.org/10.3886/E156043
2026-03-01,156045,openICPSR,"National Neighborhood Data Archive (NaNDA): Neighborhood-School Gap by ZIP Code Tabulation Area, United States, 2009-2010 and 2015-2016",NA,NA,https://doi.org/10.3886/E156045
2026-03-01,159902,openICPSR,"National Neighborhood Data Archive (NaNDA): Primary and Secondary Roads by Census Tract, United States, 2010",NA,NA,https://doi.org/10.3886/E159902
2026-03-01,159941,openICPSR,"National Neighborhood Data Archive (NaNDA): Primary and Secondary Roads by ZIP Code Tabulation Area, United States, 2010",NA,NA,https://doi.org/10.3886/E159941
2026-03-01,159961,openICPSR,"National Neighborhood Data Archive (NaNDA): Polluting Sites by Census Tract, United States, 2000-2018",NA,NA,https://doi.org/10.3886/E159961
2026-03-01,159981,openICPSR,"National Neighborhood Data Archive (NaNDA): Polluting Sites by ZIP Code Tabulation Area, United States, 2000-2018",NA,NA,https://doi.org/10.3886/E159981
2026-03-01,160261,openICPSR,"National Neighborhood Data Archive (NaNDA): Traffic Volume by ZIP Code Tabulation Area, United States, 1963-2019",NA,NA,https://doi.org/10.3886/E160261
2026-03-01,160262,openICPSR,"National Neighborhood Data Archive (NaNDA): Traffic Volume by Census Tract, United States, 1963-2019",NA,NA,https://doi.org/10.3886/E160262
2026-03-01,190141,openICPSR,National Neighborhood Data Archive (NaNDA): Special Data Release for Neighborhood Context and Alzheimer's Disease and Related Dementias,NA,NA,https://doi.org/10.3886/E190141
2026-03-01,207966,openICPSR,"National Neighborhood Data Archive (NaNDA): Civic, Social, and Religious Organizations by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E207966
2026-03-01,208207,openICPSR,"National Neighborhood Data Archive (NaNDA): Social Services by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208207
2026-03-01,208366,openICPSR,"National Neighborhood Data Archive (NaNDA): Post Offices and Banks by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208366
2026-03-01,208682,openICPSR,"National Neighborhood Data Archive (NaNDA): Retail Establishments by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208682
2026-03-01,208684,openICPSR,"National Neighborhood Data Archive (NaNDA): Law Enforcement by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208684
2026-03-01,208751,openICPSR,"National Neighborhood Data Archive (NaNDA): Eating and Drinking Places by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208751
2026-03-01,208906,openICPSR,"National Neighborhood Data Archive (NaNDA): Personal Care Services and Laundry by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208906
2026-03-01,208907,openICPSR,"National Neighborhood Data Archive (NaNDA): Liquor, Tobacco, Cannabis, Vape, and Convenience Stores by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E208907
2026-03-01,209050,openICPSR,"National Neighborhood Data Archive (NaNDA): Health Care Services by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E209050
2026-03-01,209163,openICPSR,"National Neighborhood Data Archive (NaNDA): Arts, Entertainment, and Leisure Establishments by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E209163
2026-03-01,209164,openICPSR,"National Neighborhood Data Archive (NaNDA): Recreational Establishments by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E209164
2026-03-01,209313,openICPSR,"National Neighborhood Data Archive (NaNDA): Grocery and Food Stores by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E209313
2026-03-01,209324,openICPSR,"National Neighborhood Data Archive (NaNDA): Dollar Stores by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E209324
2026-03-01,210581,openICPSR,"National Neighborhood Data Archive (NaNDA): Standardized Area Deprivation Index (ADI) by Census Block Group, United States, 2015, 2020 and 2022",NA,NA,https://doi.org/10.3886/E210581
2026-03-01,220701,openICPSR,"National Neighborhood Data Archive (NaNDA): Land Cover by Census Tract and ZIP Code Tabulation Area, United States, 1985- 2023",NA,NA,https://doi.org/10.3886/E220701
2026-03-01,222263,openICPSR,"National Neighborhood Data Archive (NaNDA): Ophthalmologists by Census Tract and ZCTA, United States, 1990-2021",NA,NA,https://doi.org/10.3886/E222263
2026-03-01,222901,openICPSR,"National Neighborhood Data Archive (NaNDA): Hospitals by Census Tract and ZCTA, 2023",NA,NA,https://doi.org/10.3886/E222901
2026-03-01,230941,openICPSR,"National Neighborhood Data Archive (NaNDA): PRISM Climate of Census Tracts, United States, 1981-2024",NA,NA,https://doi.org/10.3886/E230941
2026-03-01,237305,openICPSR,"National Neighborhood Data Archive: Air Conditioning Probability by Census Tract, United States, 2016",NA,NA,https://doi.org/10.3886/E237305
