scrape_date,study_id,study_type,dataset_name,downloads,citations,url
2026-03-01,38567,ICPSR,"National Neighborhood Data Archive (NaNDA): Broadband Internet Availability, Speed, and Adoption by Census Tract and ZIP Code Tabulation Area, United States, 2014-2020 (ICPSR 38567)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38567
2026-03-01,38649,ICPSR,"National Neighborhood Data Archive (NaNDA): Crimes by County, United States, 2002-2014 (ICPSR 38649)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38649
2026-03-01,38974,ICPSR,"National Neighborhood Data Archive (NaNDA): Essential Workers by Census Tract and ZIP Code Tabulation Area, United States, 2016-2020 (ICPSR 38974)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38974
2026-03-01,39093,ICPSR,"National Neighborhood Data Archive (NaNDA): Home Mortgage Disclosure Act Longitudinal Dataset by Census Tract, United States, 1981-2021 (ICPSR 39093)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/39093
2026-03-01,39378,ICPSR,"National Neighborhood Data Archive (NaNDA): Hospitals by Census Tract and ZIP Code Tabulation Area, United States, 2023 (ICPSR 39378)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/39378
2026-03-01,38559,ICPSR,"National Neighborhood Data Archive (NaNDA): Internet Access by Census Tract and ZIP Code Tabulation Area, United States, 2015-2019 (ICPSR 38559)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38559
2026-03-01,38598,ICPSR,"National Neighborhood Data Archive (NaNDA): Land Cover by Census Tract and ZIP Code Tabulation Area, United States, 1985-2023 (ICPSR 38598)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38598
2026-03-01,38579,ICPSR,"National Neighborhood Data Archive (NaNDA): Neighborhood-School Gap by Census Tract and ZIP Code Tabulation Area, United States, 2009-2010 and 2015-2016 (ICPSR 38579)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38579
2026-03-01,38586,ICPSR,"National Neighborhood Data Archive (NaNDA): Parks by Census Tract and ZIP Code Tabulation Area, United States, 2018 and 2022 (ICPSR 38586)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38586
2026-03-01,38597,ICPSR,"National Neighborhood Data Archive (NaNDA): Polluting Sites by Census Tract and ZIP Code Tabulation Area, United States, 1987-2021 (ICPSR 38597)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38597
2026-03-01,38585,ICPSR,"National Neighborhood Data Archive (NaNDA): Primary and Secondary Roads by Census Tract and ZIP Code Tabulation Area, United States, 2010 and 2020 (ICPSR 38585)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38585
2026-03-01,38605,ICPSR,"National Neighborhood Data Archive (NaNDA): Public Transit Stops by Census Tract and ZIP Code Tabulation Area, United States, 2016-2018 and 2024 (ICPSR 38605)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38605
2026-03-01,38569,ICPSR,"National Neighborhood Data Archive (NaNDA): School District Characteristics and School Counts by Census Tract, ZIP Code Tabulation Area, and School District, 2000-2018 (ICPSR 38569)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38569
2026-03-01,38528,ICPSR,"National Neighborhood Data Archive (NaNDA): Socioeconomic Status and Demographic Characteristics of Census Tracts and ZIP Code Tabulation Areas, United States, 1990-2022 (ICPSR 38528)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38528
2026-03-01,38580,ICPSR,"National Neighborhood Data Archive (NaNDA): Street Connectivity by Census Tract and ZIP Code Tabulation Area, United States, 2010 and 2020 (ICPSR 38580)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38580
2026-03-01,38584,ICPSR,"National Neighborhood Data Archive (NaNDA): Traffic Volume by Census Tract and ZIP Code Tabulation Area, United States, 1963-2019  (ICPSR 38584)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38584
2026-03-01,38606,ICPSR,"National Neighborhood Data Archive (NaNDA): Urbanicity by Census Tract, United States, 2010 (ICPSR 38606)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38606
2026-03-01,38506,ICPSR,"National Neighborhood Data Archive (NaNDA): Voter Registration, Turnout, and Partisanship by County, United States, 2004-2022 (ICPSR 38506)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38506
2026-03-01,38858,ICPSR,"National Neighborhood Data Archive (NaNDA): Weather by County, United States, 2003-2016 (ICPSR 38858)",NA,NA,https://www.icpsr.umich.edu/web/ICPSR/studies/38858
2026-03-01,110641,openICPSR,"National Neighborhood Data Archive (NaNDA): Street Connectivity by Census Tract, United States, 2010",NA,NA,https://doi.org/10.3886/E110641
2026-03-01,110663,openICPSR,"National Neighborhood Data Archive (NaNDA): Land Cover by Census Tract, United States, 2001-2016",NA,NA,https://doi.org/10.3886/E110663
2026-03-01,111107,openICPSR,"National Neighborhood Data Archive (NaNDA): Neighborhood Socioeconomic and Demographic Characteristics of Census Tracts, United States, 2000-2010",NA,NA,https://doi.org/10.3886/E111107
2026-03-01,111109,openICPSR,"National Neighborhood Data Archive (NaNDA): Public Transit Stops by Census Tract, United States, 2016-2018",NA,NA,https://doi.org/10.3886/E111109
2026-03-01,115006,openICPSR,ERROR,ERROR,ERROR,https://doi.org/10.3886/E115006
2026-03-01,115323,openICPSR,"National Neighborhood Data Archive (NaNDA): Fast-Food Restaurants by Census Tract, United States, 2006-2015",NA,NA,https://doi.org/10.3886/E115323
2026-03-01,115404,openICPSR,"National Neighborhood Data Archive (NaNDA): Eating and Drinking Places by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E115404
2026-03-01,115407,openICPSR,"National Neighborhood Data Archive (NaNDA): Religious Organizations by Census Tract, United States, 2006-2015",NA,NA,https://doi.org/10.3886/E115407
2026-03-01,115408,openICPSR,"National Neighborhood Data Archive (NaNDA): Civic and Social Organizations by Census Tract, United States, 2006-2015",NA,NA,https://doi.org/10.3886/E115408
2026-03-01,115543,openICPSR,"National Neighborhood Data Archive (NaNDA):  Arts, Entertainment, and Recreation Organizations by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E115543
2026-03-01,115967,openICPSR,"National Neighborhood Data Archive (NaNDA):  Religious, Civic, and Social Organizations by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E115967
2026-03-01,115972,openICPSR,"National Neighborhood Data Archive (NaNDA):  Retail Establishments by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E115972
2026-03-01,115973,openICPSR,ERROR,ERROR,ERROR,https://doi.org/10.3886/E115973
2026-03-01,115981,openICPSR,"National Neighborhood Data Archive (NaNDA):  Personal Care Services and Laundromats by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E115981
2026-03-01,117163,openICPSR,"National Neighborhood Data Archive (NaNDA): Social Services by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E117163
2026-03-01,117866,openICPSR,"National Neighborhood Data Archive (NaNDA): Broadband Internet Availability, Speed, and Adoption by Census Tract, United States, 2014-2020",NA,NA,https://doi.org/10.3886/E117866
2026-03-01,117921,openICPSR,"National Neighborhood Data Archive (NaNDA): Parks by Census Tract, United States, 2018",NA,NA,https://doi.org/10.3886/E117921
2026-03-01,119451,openICPSR,"National Neighborhood Data Archive (NaNDA):  Socioeconomic Status and Demographic Characteristics of Census Tracts, United States, 2008-2017",NA,NA,https://doi.org/10.3886/E119451
2026-03-01,119803,openICPSR,"National Neighborhood Data Archive (NaNDA): Parks by ZIP Code Tabulation Area, United States, 2018",NA,NA,https://doi.org/10.3886/E119803
2026-03-01,120088,openICPSR,ERROR,ERROR,ERROR,https://doi.org/10.3886/E120088
2026-03-01,120462,openICPSR,"National Neighborhood Data Archive (NaNDA): Socioeconomic Status and Demographic Characteristics of ZIP Code Tabulation Areas, United States, 2008-2017",NA,NA,https://doi.org/10.3886/E120462
2026-03-01,120463,openICPSR,"National Neighborhood Data Archive (NaNDA): Health Care Services by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E120463
2026-03-01,120907,openICPSR,"National Neighborhood Data Archive (NaNDA): Health Care Services by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E120907
2026-03-01,121741,openICPSR,"National Neighborhood Data Archive (NaNDA): Eating and Drinking Places by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E121741
2026-03-01,123001,openICPSR,"National Neighborhood Data Archive (NaNDA): Grocery Stores by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123001
2026-03-01,123042,openICPSR,"National Neighborhood Data Archive (NaNDA): Grocery Stores by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123042
2026-03-01,123541,openICPSR,"National Neighborhood Data Archive (NaNDA): Liquor, Tobacco, and Convenience Stores by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123541
2026-03-01,123542,openICPSR,"National Neighborhood Data Archive (NaNDA): Liquor, Tobacco, and Convenience Stores by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123542
2026-03-01,123801,openICPSR,"National Neighborhood Data Archive (NaNDA): Dollar Stores by ZIP Code Tabulation Area, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123801
2026-03-01,123802,openICPSR,"National Neighborhood Data Archive (NaNDA): Dollar Stores by Census Tract, United States, 2003-2017",NA,NA,https://doi.org/10.3886/E123802
